em_ortsbezüge,em_ortsbezüge_wikidata,wikidata_id,coordinate_location_wikidata,coord_lat,coord_lon
Nagasaki [...],Nagasaki,Q38234,"32.74952777777778,129.87963888888888",32.74952777777778,129.87963888888888
Nagasaki-shi 長崎市,Nagasaki,Q38234,"32.74952777777778,129.87963888888888",32.74952777777778,129.87963888888888
Nagoya,Nagoya,Q11751,"35.18138888888889,136.9063888888889",35.18138888888889,136.9063888888889
,,,"35.18147,136.90641",35.18147,136.90641
Nairobi,Nairobi,Q3870,"-1.2863888888889,36.817222222222",-1.2863888888889,36.817222222222
Namatanai (Ostküste Neuirland),Namatanitana,Q23974632,"-16.65,178.91667",-16.65,178.91667
"Namatani (Neu-Mecklenburg, heute New Ireland)",Namatanitana,Q23974632,"-16.65,178.91667",-16.65,178.91667
Namibia,Namibia,Q1030,"-23,17",-23,17
Narubis (Deutsch-Südwest Afrika),Narubis,Q1965435,"-26.91666667,18.6",-26.91666667,18.6
,,,"-26.919,18.59",-26.919,18.59
Narutaki (Nagasaki) [...],Nagasaki,Q38234,"32.74952777777778,129.87963888888888",32.74952777777778,129.87963888888888
Natal (Südafrika),Natal Province,Q917867,"-29,30",-29,30
Nauen (bei Berlin),Nauen,Q581994,"52.6,12.883055555556",52.6,12.883055555556
Nauheim bei Großgerau,Nauheim,Q628431,"49.944652777778,8.4547916666667",49.944652777778,8.4547916666667
Naumburg (Saale),Naumburg,Q15986,"51.152095,11.809819",51.152095,11.809819
Naumburg [...],Naumburg,Q15986,"51.152095,11.809819",51.152095,11.809819
Naumburg a./S.,Naumburg,Q127430803,"51.15,11.816667",51.15,11.816667
Nauru,Nauru,Q697,"-0.5275,166.935",-0.5275,166.935
"Nauru, Marshall-Inseln, Karolinen-Inseln",Nauru,Q697,"-0.5275,166.935",-0.5275,166.935
Navarro,Navarro County,Q112603,"32.05,-96.47",32.05,-96.47
Nazza,Nazza,Q649048,"51.114262,10.336102",51.114262,10.336102
Neapel,Naples,Q2634,"40.83583333333333,14.248611111111112",40.83583333333333,14.248611111111112
Neapel (Kampanien / Italien),Naples,Q2634,"40.83583333333333,14.248611111111112",40.83583333333333,14.248611111111112
Neapel (Kampanien / Italien) [...],Naples,Q2634,"40.83583333333333,14.248611111111112",40.83583333333333,14.248611111111112
Neisse (Schlesien),Nysa,Q815721,"50.471388888889,17.333888888889",50.471388888889,17.333888888889
,,,"50.47379,17.33437",50.47379,17.33437
Nepal,Nepal,Q837,"28,84",28,84
Neu-Britannien,New Britain,Q59771,"-5.75,150.6",-5.75,150.6
Neu-Britannien [...],New Britain,Q59771,"-5.75,150.6",-5.75,150.6
Neu-Guinea,New Guinea,Q40285,"-5,140",-5,140
,,,"-4.1309,138.559125",-4.1309,138.559125
Neu-Guinea [...],New Guinea,Q40285,"-5,140",-5,140
,,,"-4.1309,138.559125",-4.1309,138.559125
Neu-Hebriden,New Hebrides,Q752431,"-15.34246,167.08282",-15.34246,167.08282
Neu-Irland,New Ireland,Q215089,"-3.33,152",-3.33,152
Neu-Kaledonien,New Caledonia,Q33788,"-21.25,165.3",-21.25,165.3
Neu-Kamerun,Neukamerun,Q655939,"5,16",5,16
Neu-Mecklenburg,New Ireland,Q215089,"-3.33,152",-3.33,152
Neu-Mecklenburg [...],New Ireland,Q215089,"-3.33,152",-3.33,152
Neu-Pommern,New Britain,Q59771,"-5.75,150.6",-5.75,150.6
"Neu-Pommern, Salomon-Inseln, Samoa, Marshall-Inseln, Palau",New Britain,Q59771,"-5.75,150.6",-5.75,150.6
Neu-Südwales (Australien),New South Wales,Q3224,"-32,147",-32,147
Neu-Ulm,Neu-Ulm,Q4120,"48.383333333333,10",48.383333333333,10
Neubabelsberg (Potsdam),Neubabelsberg,Q1979246,"52.4015,13.1126",52.4015,13.1126
Neubrandenburg,Neubrandenburg,Q3958,"53.556944444444,13.260833333333",53.556944444444,13.260833333333
Neubrandenburg (Mecklenburg),Neubrandenburg,Q3958,"53.556944444444,13.260833333333",53.556944444444,13.260833333333
Neubrandenburg (Mecklenburg) [...],Neubrandenburg,Q3958,"53.556944444444,13.260833333333",53.556944444444,13.260833333333
"Neubrandenburg (Mecklenburg), https://de.wikipedia.org/wiki/Ernst_K%C3%BChnel",Neubrandenburg,Q3958,"53.556944444444,13.260833333333",53.556944444444,13.260833333333
Neubritannien,New Britain,Q59771,"-5.75,150.6",-5.75,150.6
Neubukow,Neubukow,Q9638,"54.0307,11.6766",54.0307,11.6766
Neuchâtel (Schweiz) [...],Neuchâtel,Q69345,"46.990277777778,6.9305555555556",46.990277777778,6.9305555555556
Neudamm (Frankfurt a./O.),Dębno,Q335446,"52.73888888888889,14.697777777777778",52.73888888888889,14.697777777777778
Neue Hebriden,New Hebrides,Q752431,"-15.34246,167.08282",-15.34246,167.08282
"Neue-Hebriden, Riff-Inseln, Santa Cruz",New Hebrides,Q752431,"-15.34246,167.08282",-15.34246,167.08282
Neuendettelsau (Bayern),Neuendettelsau,Q502872,"49.28524,10.78857",49.28524,10.78857
Neuendettelsau (Bayern) [...],Neuendettelsau,Q502872,"49.28524,10.78857",49.28524,10.78857
Neuendorf bei Lauenstein (Bezirk Köslin),Neuendorf,Q1979974,"52.2008,12.825",52.2008,12.825
Neuguinea,New Guinea,Q40285,"-5,140",-5,140
,,,"-4.1309,138.559125",-4.1309,138.559125
"Neuguinea, Neu-Mecklenburg",German New Guinea,Q165008,"-4.2,152.17",-4.2,152.17
Neuhaldersleben,Haldensleben,Q186557,"52.28333333333333,11.416666666666666",52.28333333333333,11.416666666666666
Neuhaus/a.d. Elbe (Grhzt. Mecklenburg-Schwerin),Neuhaus,Q60050746,"53.28582,10.93013",53.28582,10.93013
Neuirland,New Ireland,Q215089,"-3.33,152",-3.33,152
Neukaledonien,New Caledonia,Q33788,"-21.25,165.3",-21.25,165.3
Neukölln,Neukölln,Q169492,"52.481388888889,13.435277777778",52.481388888889,13.435277777778
Neukölln (bei Berlin),Neukölln,Q169492,"52.481388888889,13.435277777778",52.481388888889,13.435277777778
Neumecklenburg,New Ireland,Q215089,"-3.33,152",-3.33,152
Neumünster (Schleswig),Neumünster,Q3879,"54.071388888889,9.99",54.071388888889,9.99
Neuruppin,Neuruppin,Q16085,"52.922222222222,12.8",52.922222222222,12.8
Neusalz/Oder,Nowa Sól,Q157190,"51.803333333333335,15.716944444444444",51.803333333333335,15.716944444444444
Neuseeland,New Zealand,Q664,"-41.2,174",-41.2,174
Neuss a./Rh,Neuss,Q2948,"51.200277777778,6.6938888888889",51.200277777778,6.6938888888889
Neuss a./Rh.,Neuss,Q2948,"51.200277777778,6.6938888888889",51.200277777778,6.6938888888889
Neustrelitz,Neustrelitz,Q20352,"53.364722222222,13.063611111111",53.364722222222,13.063611111111
Neuwied,Neuwied,Q3967,"50.428611111111,7.4613888888889",50.428611111111,7.4613888888889
New Mexico (Vereinigte Staaten USA),New Mexico,Q1522,"34,-106",34,-106
New Orleans,New Orleans,Q34404,"29.976111111111113,-90.07833333333333",29.976111111111113,-90.07833333333333
New York (Vereinigte Staaten (USA),New York City,Q60,"40.71277777777778,-74.00611111111111",40.71277777777778,-74.00611111111111
"New York (Vereinigte Staaten, USA)",New York City,Q60,"40.71277777777778,-74.00611111111111",40.71277777777778,-74.00611111111111
Nicaragua,Nicaragua,Q811,"13,-85",13,-85
Nicaragua [...],Nicaragua,Q811,"13,-85",13,-85
Niederlande,Netherlands,Q55,"52.316666666667,5.55",52.316666666667,5.55
Niederländisch Indien,Dutch East Indies,Q188161,"-5,120",-5,120
Niederländisch Süd-Neuguinea,Dutch Guiana,Q1988079,,,
Niederländisch-Guayana,Dutch Guiana,Q1988079,,,
Niederländisch-Indien,Dutch East Indies,Q188161,"-5,120",-5,120
Niederwalluf (Rheinland),Niederwalluf,Q1988729,"50.034805555556,8.1595555555556",50.034805555556,8.1595555555556
Nienburg,Nienburg an der Weser,Q5958,"52.67,9.17",52.67,9.17
Nienburg a./N.,Nienburg/Weser,Q16079,"52.641111111111,9.2069444444444",52.641111111111,9.2069444444444
Niesky,Niesky,Q165160,"51.289722222222,14.83",51.289722222222,14.83
Nigeria,Nigeria,Q1033,"9,8",9,8
Nikolassee (bei Berlin),Nikolassee,Q1991313,"52.4241,13.1926",52.4241,13.1926
Nizza,Nice,Q33959,"43.701944444444,7.2683333333333",43.701944444444,7.2683333333333
Nord-Afrika,North Africa,Q27381,"30.440741666667,9.6817138888889",30.440741666667,9.6817138888889
Nord-Argentinien [...],Argentina,Q414,"-34,-64",-34,-64
Nord-Australien [...],North Australia,Q2000451,"-20.8064,139.529",-20.8064,139.529
Nord-Bali,Bali,Q3125978,"-8.5,115",-8.5,115
Nord-Brasilien,Brazil,Q155,"-14,-53",-14,-53
Nord-Brasilien [...],Brazil,Q155,"-14,-53",-14,-53
Nord-Britannien,Scotland,Q22,"57,-5",57,-5
Nord-Chile,Northern Chile,Q93500093,"-26,-69.4",-26,-69.4
Nord-Hebriden [...],Hebrides,Q123377,"58,-7",58,-7
Nord-Indien,North India,Q1058785,"31.056227,76.591061",31.056227,76.591061
Nord-Kamerun,Kamerun,Q668294,"4.0369,9.6858",4.0369,9.6858
Nord-Kamerun [...],Kamerun,Q668294,"4.0369,9.6858",4.0369,9.6858
Nord-Neuirland,New Ireland,Q215089,"-3.33,152",-3.33,152
Nord-Nigeria,Northern Nigeria,Q7058792,,,
Nord-Sumatra,North Sumatra,Q2140,"2,99",2,99
Nord-Transvaal (Südafrika),Transvaal region,Q28025235,"-25.745,28.190278",-25.745,28.190278
Nord-Venezuela,Venezuela,Q717,"8,-67",8,-67
Nordafrika,North Africa,Q27381,"30.440741666667,9.6817138888889",30.440741666667,9.6817138888889
"Nordafrika (Algerien, Kabylei)",North Africa,Q27381,"30.440741666667,9.6817138888889",30.440741666667,9.6817138888889
Nordafrika (wohl Marokko),Morocco,Q1028,"32,-6",32,-6
Nordafrika [...],North Africa,Q27381,"30.440741666667,9.6817138888889",30.440741666667,9.6817138888889
"Nordafrika, Algerische Sahara",Algeria,Q262,"28,1",28,1
"Nordafrika, Tunesien",Kingdom of Tunisia,Q6412669,"36.833333333333336,10.15",36.833333333333336,10.15
Nordamerika,North America,Q49,"47,-105",47,-105
Nordamerika (Prärie),Great Plains,Q12707,"40,-100",40,-100
"Nordamerika, Prärie, Arizona",Arizona,Q816,"34.28666666666667,-111.65694444444445",34.28666666666667,-111.65694444444445
Nordhausen,Nordhausen,Q7033,"51.505,10.791111111111",51.505,10.791111111111
Nordhausen (Thüringen),Nordhausen,Q7033,"51.505,10.791111111111",51.505,10.791111111111
Nordhausen (Thüringen) [...],Nordhausen,Q7033,"51.505,10.791111111111",51.505,10.791111111111
Nordost-Bolivien,Beni Department,Q233169,"-14,-65",-14,-65
Nordost-Peru,Peru,Q419,"-9.4,-76",-9.4,-76
Nordwest-Argentinien,Argentina,Q414,"-34,-64",-34,-64
Nordwest-Kamerun,Kamerun,Q668294,"4.0369,9.6858",4.0369,9.6858
Nordwest-Kamerun und Mittleres Kamerun,Kamerun,Q668294,"4.0369,9.6858",4.0369,9.6858
Nottingham,Nottingham,Q41262,"52.955,-1.1491666666667",52.955,-1.1491666666667
Nürnberg,Nuremberg,Q2090,"49.45388888888889,11.0775",49.45388888888889,11.0775
Nusa (Nord-Neumecklenburg),Nusa Island,Q24854702,"3.762075,125.5704861",3.762075,125.5704861
Nyamba,Nyambat,Q24448642,"4,10",4,10
Oakland (Californien),Oakland,Q17042,"37.8,-122.25",37.8,-122.25
Oakland (Kalifornien),Oakland,Q17042,"37.8,-122.25",37.8,-122.25
"Oakland (Vereinigte Staaten, USA)",Oakland,Q17042,"37.8,-122.25",37.8,-122.25
Oaxaca (Mexiko),Oaxaca,Q34110,"17.055,-96.65388888888889",17.055,-96.65388888888889
Ober-Ägypten,Upper Egypt,Q203751,"24.1,32.7",24.1,32.7
Oberdorf (Baden),Oberdorf,Q15837242,"47.617375,9.57378611",47.617375,9.57378611
oberer Mungo (Kamerun),Mungo River,Q1952784,"4.05388,9.50667",4.05388,9.50667
,,,"4.0472222222222,9.5613888888889",4.0472222222222,9.5613888888889
Oberförsterei Panten bei Liegnitz (Schlesien),Legnica,Q106274,"51.21006,16.1619",51.21006,16.1619
Oberkassel,Oberkassel,Q178317,"50.713888888889,7.1666666666667",50.713888888889,7.1666666666667
Ockrilla bei Meißen,Ockrilla,Q2013749,"51.194444444444,13.506944444444",51.194444444444,13.506944444444
Oels (heute Oleśnica / Polen),Oleśnica,Q138229,"51.21277777777778,17.383055555555554",51.21277777777778,17.383055555555554
Oelsnitz (Vogtland),Oelsnitz,Q46845,"50.416666666667,12.166666666667",50.416666666667,12.166666666667
Oernsköldsvik (Schweden),Örnsköldsvik Municipality,Q298003,"63.283333333333,18.733333333333",63.283333333333,18.733333333333
Offenbach/Main,Offenbach am Main,Q3042,"50.1,8.7666666666667",50.1,8.7666666666667
Ohlendorf (Niedersachsen),Ohlendorf,Q1452800,"52.2858,9.71694",52.2858,9.71694
Ohrdruf,Ohrdruf,Q502714,"50.828055555556,10.732777777778",50.828055555556,10.732777777778
Oklahoma City,Oklahoma City,Q34863,"35.48222222222222,-97.53527777777778",35.48222222222222,-97.53527777777778
Oku (Kamerun),Mount Oku,Q3322001,"6.1997222222222,10.518888888889",6.1997222222222,10.518888888889
Old Calabar (Nigeria),Calabar,Q844091,"4.95,8.325",4.95,8.325
Oldenburg,Oldenburg,Q2936,"53.143888888889,8.2138888888889",53.143888888889,8.2138888888889
Omaha,Omaha,Q43199,"41.25861111111111,-95.9375",41.25861111111111,-95.9375
Omaha (Vereinigte Staaten USA),Omaha,Q43199,"41.25861111111111,-95.9375",41.25861111111111,-95.9375
Omaha Reservation (Nebraska),Omaha Reservation,Q7089446,"42.0925,-96.53583333",42.0925,-96.53583333
"Omegna (Provinz Novara, Norditalien)",Omegna,Q23662,"45.878055555555555,8.406944444444445",45.878055555555555,8.406944444444445
Oppeln,Opole,Q92212,"50.672222222222,17.925277777778",50.672222222222,17.925277777778
Oppeln (Oberschlesien),Opole,Q92212,"50.672222222222,17.925277777778",50.672222222222,17.925277777778
Oranienburg,Oranienburg,Q14808,"52.754444444444,13.236944444444",52.754444444444,13.236944444444
"Ort, Fahrenbühl",Fahrenbühl,Q98372072,"50.03707,11.42515",50.03707,11.42515
"Ort, Groot Sangir",Sangir,Q8266761,"-1.5327540396730603,101.26171188835475",-1.5327540396730603,101.26171188835475
"Ort, Port Natal",Durban,Q5468,"-29.858333333333,31.025",-29.858333333333,31.025
"Ort, Tuonman",Tioman Island,Q771765,"2.8166666666667,104.18333333333",2.8166666666667,104.18333333333
Osaka,Osaka,Q35765,"34.69375,135.5021111111111",34.69375,135.5021111111111
Osaka (Japan),"Doyama, Osaka, Japan",Q5303713,"34.703165,135.502882",34.703165,135.502882
Oslebshausen (bei Bremen),Gröpelingen,Q884554,"53.1261,8.74639",53.1261,8.74639
Oslo,Oslo,Q585,"59.913333333333334,10.738888888888889",59.913333333333334,10.738888888888889
Oslo (Norwegen),Oslo,Q585,"59.913333333333334,10.738888888888889",59.913333333333334,10.738888888888889
Osnabrück,Osnabrück,Q2916,"52.278888888889,8.0430555555556",52.278888888889,8.0430555555556
Ost-Bolivien,Bolivia,Q750,"-17.056869611111,-64.991228611111",-17.056869611111,-64.991228611111
Ost-Ecuador,Ecuador,Q736,"-1,-78",-1,-78
Ost-Grönland,Erik the Red's Land,Q1310621,"73.795579,-27.279517",73.795579,-27.279517
Ost-Java,East Java,Q3586,"-7.7,112.5",-7.7,112.5
Ost-Labrador (Kanada),Labrador,Q380307,"54,-62",54,-62
Ost-Peru,Peru,Q419,"-9.4,-76",-9.4,-76
Ostafrika,East Africa,Q27407,"-1.300444,36.84726",-1.300444,36.84726
Ostafrika (Pare-Gebirge),Pare Mountains,Q2052132,"-3.99763056,37.74822222",-3.99763056,37.74822222
Ostafrika (Swahiliküste),East Africa,Q27407,"-1.300444,36.84726",-1.300444,36.84726
"Ostafrika, Makonde",Makonde District,Q6739880,"-17.16667,30.08333",-17.16667,30.08333
"Ostafrika, Massai [...]",Tanzania,Q924,"-6.3069444444444445,34.85388888888889",-6.3069444444444445,34.85388888888889
"Ostafrika, Ruanda",Kingdom of Rwanda,Q889884,,,
"Ostafrika, Wassiba",East Africa,Q27407,"-1.300444,36.84726",-1.300444,36.84726
Ostasien,East Asia,Q27231,"47.210277777777776,102.84777777777778",47.210277777777776,102.84777777777778
Ostbrasilien,Brazil,Q155,"-14,-53",-14,-53
Osterinsel (Isla de Pascua / Rapa Nui),Isla de Pascua,Q9009773,"-27.0833,-109.375",-27.0833,-109.375
Ostgrönland,Eastern Greenland,Q14205239,"66.7,-36.5",66.7,-36.5
Ostperu,Peru,Q419,"-9.4,-76",-9.4,-76
Ostperu [...],Peru,Q419,"-9.4,-76",-9.4,-76
Ostpreußen,East Prussia,Q103801,"54.71,20.51",54.71,20.51
Ouargla [...],Ouargla,Q852469,"31.95,5.3166666666667",31.95,5.3166666666667
Ovamboland,Ovamboland,Q1501001,"-17.9166666667,15.95",-17.9166666667,15.95
Ovamboland [...],Ovamboland,Q1501001,"-17.9166666667,15.95",-17.9166666667,15.95
"Oxford (England, UK)",Oxford,Q34217,"51.751944444444,-1.2577777777778",51.751944444444,-1.2577777777778
Ozeanien,Oceania,Q55643,"-13.5,-176",-13.5,-176
Padang,Padang,Q7253,"-0.955556,100.360556",-0.955556,100.360556
Padang (Pâdang),Padang,Q7253,"-0.955556,100.360556",-0.955556,100.360556
Padang (Sumatra),Padang,Q7253,"-0.955556,100.360556",-0.955556,100.360556
Paderborn,Paderborn,Q2971,"51.71666666666667,8.766666666666667",51.71666666666667,8.766666666666667
Pakhoi-Hoihow,Beihai,Q210365,"21.466666666667,109.1",21.466666666667,109.1
Pakistan,Pakistan,Q843,"30,71",30,71
Palau,Palau,Q695,"7.466667,134.55",7.466667,134.55
Panama,Panama,Q804,"8.616667,-80.366667",8.616667,-80.366667
Pangani,Pangani,Q1851848,"-5.4,38.98333333",-5.4,38.98333333
Pangwe (Westafrika),Equatorial Guinea,Q983,"1.5,10",1.5,10
Pankow (bei Berlin ?),Pankow,Q163012,"52.566666666667,13.4",52.566666666667,13.4
Papan-Yokohama,Yokohama,Q38283,"35.433333333333,139.65",35.433333333333,139.65
Papeete (Tahiti),Papeete-Tahiti,Q119247253,,,
Papua-Neuguinea (Deutsch-Neuguinea),German New Guinea,Q165008,"-4.2,152.17",-4.2,152.17
Para,Pará,Q39517,"-3.85,-52.4",-3.85,-52.4
Pará,Pará,Q39517,"-3.85,-52.4",-3.85,-52.4
Para (Brasilien),Pará,Q39517,"-3.85,-52.4",-3.85,-52.4
Para [...],Pará,Q39517,"-3.85,-52.4",-3.85,-52.4
Paraguay,Paraguay,Q733,"-23.5,-58",-23.5,-58
Paraguay [...],Paraguay,Q733,"-23.5,-58",-23.5,-58
Paris,Paris,Q90,"48.85666666666667,2.352222222222222",48.85666666666667,2.352222222222222
Paris (Frankreich),Paris,Q90,"48.85666666666667,2.352222222222222",48.85666666666667,2.352222222222222
Paris (Frankreich) [...],Paris,Q90,"48.85666666666667,2.352222222222222",48.85666666666667,2.352222222222222
Paris [...],Paris,Q90,"48.85666666666667,2.352222222222222",48.85666666666667,2.352222222222222
"Paris, île de France (Frankreich)",Paris,Q90,"48.85666666666667,2.352222222222222",48.85666666666667,2.352222222222222
ParisParis (Frankreich),Paris,Q90,"48.85666666666667,2.352222222222222",48.85666666666667,2.352222222222222
Parnelmen (Ostpreußen) [...],Wehlau District,Q895990,"54.6167,21.2167",54.6167,21.2167
Passy (Paris),Passy,Q1241308,"48.857111111111,2.2841361111111",48.857111111111,2.2841361111111
Patagonien,Patagonia,Q1507,"-41.81015,-68.90627",-41.81015,-68.90627
Patagonien [...],Patagonia,Q1507,"-41.81015,-68.90627",-41.81015,-68.90627
"Patagonien, Neuguinea, Fidji-Inseln, Santa Cruz, Melanesien [...]",Patagonia,Q1507,"-41.81015,-68.90627",-41.81015,-68.90627
Peking,Beijing,Q956,"39.90403,116.407526",39.90403,116.407526
"Peking (Beijing, China)",Beijing,Q956,"39.90403,116.407526",39.90403,116.407526
Peking (Beijing),Beijing,Q956,"39.90403,116.407526",39.90403,116.407526
Peking (Beijing) (China),Beijing,Q956,"39.90403,116.407526",39.90403,116.407526
Peking (Beijing) / China,Beijing,Q956,"39.90403,116.407526",39.90403,116.407526
Peking (China),Beijing,Q956,"39.90403,116.407526",39.90403,116.407526
Peking [...],Beijing,Q956,"39.90403,116.407526",39.90403,116.407526
Penang,Penang,Q188096,"5.4025,100.365",5.4025,100.365
Pennsylvania (Nordost),Pennsylvania,Q1400,"41,-77.5",41,-77.5
Pernambuco (Brasilien),Pernambuco,Q40942,"-8.34,-37.81",-8.34,-37.81
Persien,Persian Empire,Q83311,"33,53",33,53
Peru,Peru,Q419,"-9.4,-76",-9.4,-76
Peschaur,Peshawar,Q1113311,"34.01444444444444,71.5675",34.01444444444444,71.5675
Peshawer (Indien),Peshawar,Q1113311,"34.01444444444444,71.5675",34.01444444444444,71.5675
"Pest (Budapest, Ungarn)",Pest,Q210205,"47.5,19.1",47.5,19.1
Petrosawodsk [...],Petrozavodsk,Q1895,"61.783333333333,34.35",61.783333333333,34.35
Petrowsk (Daghestan),Petrovsk,Q178857,"52.316666666667,45.383333333333",52.316666666667,45.383333333333
Pforta (Kreis Naumburg a.S.),Amt Pforta,Q19834523,,,
Pforzheim,Pforzheim,Q3046,"48.8908846,8.7029532",48.8908846,8.7029532
Philadelphia,Philadelphia,Q1345,"39.952777777778,-75.163611111111",39.952777777778,-75.163611111111
"Philadelphia (Pennsylvania, Vereinigte Staaten USA)",Philadelphia,Q1345,"39.952777777778,-75.163611111111",39.952777777778,-75.163611111111
"Philadelphia (Pennsylvania, Vereinigte Staaten USA) (?)",Philadelphia,Q1345,"39.952777777778,-75.163611111111",39.952777777778,-75.163611111111
Philadelphia (Pennsylvania),Philadelphia,Q1345,"39.952777777778,-75.163611111111",39.952777777778,-75.163611111111
Philippinen,Philippines,Q928,"12,123",12,123
Philippinen [...],Philippines,Q928,"12,123",12,123
Phillipinen,Philippines,Q928,"12,123",12,123
Phillipsthal (Hessen-Nassau),Hesse-Nassau,Q693356,,,
Piasniki bei Lipine (Oberschlesien),Piaśniki,Q631554,"50.3019,18.9131",50.3019,18.9131
Picardie (?) (Frankreich),Picardy,Q13950,"49.5,2.8333333333333",49.5,2.8333333333333
Pietermaritzburg,Pietermaritzburg,Q185591,"-29.6009,30.3796",-29.6009,30.3796
"Pietermaritzburg (Natal, Südafrika)",Pietermaritzburg,Q185591,"-29.6009,30.3796",-29.6009,30.3796
Pietersburg,Polokwane,Q131662,"-23.9,29.45",-23.9,29.45
Pillau (Ostpreußen),Amtsgericht Pillau,Q125523500,,,
Piroc (Frankreich),Riscle,Q766384,"43.656666666667,-0.087222222222222",43.656666666667,-0.087222222222222
Pisa,Pisa,Q13375,"43.716666666667,10.4",43.716666666667,10.4
Plains (nördliche),Great Plains,Q12707,"40,-100",40,-100
Plauen,Plauen,Q8949,"51.0294,13.7072",51.0294,13.7072
Plötzensee,Plötzensee,Q541313,"52.543888888889,13.330277777778",52.543888888889,13.330277777778
"Pohnpei, 1908",Pohnpei,Q319836,"6.9,158.225",6.9,158.225
Pointe á Pitre,Pointe-à-Pitre,Q335322,"16.241111111111,-61.533055555556",16.241111111111,-61.533055555556
Polarstation Sagastyr,Lena Delta,Q2298744,"72.964753,126.185302",72.964753,126.185302
,,,"72.97762,126.06812",72.97762,126.06812
Pölsdorf bei Eppendorf,Polsdorf,Q111008576,"49.2371,11.20949",49.2371,11.20949
Polynesien,Polynesia,Q35942,"-16.852961,148.40522",-16.852961,148.40522
Port Blair (Andamanen),Sri Vijaya Puram (Port Blair),Q203476,"11.666666666667,92.75",11.666666666667,92.75
Port Elizabeth,Gqeberha,Q125434,"-33.958055555556,25.6",-33.958055555556,25.6
Port Louis auf Mauritius,Port Louis,Q3929,"-20.161944444444,57.498888888889",-20.161944444444,57.498888888889
Port of Spain auf Trinidad,Port of Spain,Q39178,"10.666666666667,-61.516666666667",10.666666666667,-61.516666666667
Port Velho (Rondônia),Porto Velho,Q172512,"-8.7619444444444,-63.903888888889",-8.7619444444444,-63.903888888889
Portland (Oregon),Portland,Q6106,"45.516666666667,-122.66666666667",45.516666666667,-122.66666666667
Portugal,Portugal,Q45,"38.7,-9.183333333333334",38.7,-9.183333333333334
Portugiesisch Ostafrika,Portuguese Mozambique,Q889394,"-25.91527777778,32.57638888889",-25.91527777778,32.57638888889
Portugisisch-Guinea,Portuguese Guinea,Q2002279,"12.010492,-15.084866",12.010492,-15.084866
Posen,Poznań,Q268,"52.40833333333333,16.933611111111112",52.40833333333333,16.933611111111112
Posen (Poznań),Poznań,Q268,"52.40833333333333,16.933611111111112",52.40833333333333,16.933611111111112
Potdam,Potsdam,Q1711,"52.4,13.066666666667",52.4,13.066666666667
Potsdam,Potsdam,Q1711,"52.4,13.066666666667",52.4,13.066666666667
Potsdam [...],Potsdam,Q1711,"52.4,13.066666666667",52.4,13.066666666667
Potsdam-Sanssouci,Sanssouci Palace,Q151330,"52.403257,13.038626",52.403257,13.038626
Prag,Prague,Q1085,"50.0875,14.421388888888888",50.0875,14.421388888888888
Prag (Böhmen),Prague,Q1085,"50.0875,14.421388888888888",50.0875,14.421388888888888
Prenzlau,Prenzlau,Q537214,"53.309752,13.862671",53.309752,13.862671
Pretoria,Pretoria,Q3926,"-25.746388888889,28.188055555556",-25.746388888889,28.188055555556
Preußen,Kingdom of Prussia,Q27306,"53,14",53,14
Prokuls (Memelland),Priekulė,Q768416,"55.555555555556,21.319444444444",55.555555555556,21.319444444444
Prosnes (Frankreich),Prosnes,Q783740,"49.191944444444,4.2922222222222",49.191944444444,4.2922222222222
"Protektorat, Britisch-Ostafrika",East Africa Protectorate,Q876185,"-4.05,39.666666666666664",-4.05,39.666666666666664
"Provinz, British Columbia (Kanada/Canada)",British Columbia,Q1973,"54.5,-124.5",54.5,-124.5
"Provinz, Chiriqui (Panama)",Chiriquí Province,Q739651,"8.429722222222223,-82.43",8.429722222222223,-82.43
"Provinz, Chôshû (長州)",Chōshū Domain,Q876267,,,
"Provinz, Parana",Paraná,Q44213,"-31.733055555555556,-60.52972222222222",-31.733055555555556,-60.52972222222222
"Provinz, Rio Negro",Río Negro Province,Q44802,"-40.8,-63",-40.8,-63
"Provinz, Santa Catharina",Santa Catarina Province,Q17378391,"-27.27,-50.49",-27.27,-50.49
"Provinz, Sao Paulo",São Paulo,Q175,"-22.07,-48.43361111111111",-22.07,-48.43361111111111
"Provinz, Shandong",Shandong,Q43407,"36.4,118.4",36.4,118.4
"Provinz, Shandong / China",Shandong,Q43407,"36.4,118.4",36.4,118.4
"Provinz, Zhili (heute Hebei)",Hebei,Q21208,"38.042222222222,114.50861111111",38.042222222222,114.50861111111
"Provinzhaupstadt, Desterro [...]",Desterro,Q2009945,"-7.2908333333333,-37.093888888889",-7.2908333333333,-37.093888888889
Pueblo,Pueblo,Q6090888,"35.3272,-105.435",35.3272,-105.435
,,,"35.32722222,-105.43527778",35.32722222,-105.43527778
"Puerto Istueha (Misiones, Argentinien)",Misiones Province,Q44798,"-26.92,-54.52",-26.92,-54.52
Purulia (Indien),Purulia,Q60377216,"23.19791,86.8043",23.19791,86.8043
"Qatiktalik (Cape Fullerton, Kanada)",Cape Fullerton,Q16209727,"63.9667,-88.7667",63.9667,-88.7667
Qingdao (Tsingtao) [...],Qingdao,Q170322,"36.116666666667,120.4",36.116666666667,120.4
Quebec City (Kanada),Quebec City,Q2145,"46.816111,-71.224167",46.816111,-71.224167
